post_id,content_type,prompt_used,ai_draft_excerpt,review_status,reviewer,review_timestamp,revision_note,checklist_claim_ok,checklist_pii_ok,checklist_tone_ok,checklist_cta_ok
P-Q1-04,caption,"Viết caption Facebook ≤ 90 từ cho bài '5 nhóm chi tiêu được hoàn tiền cao nhất', pillar Education, CTA 'Xem thêm', kèm 2 hashtag",5 nhóm chi tiêu được hoàn tiền cao nhất? Cùng KPIM Bank hiểu đúng trong 2 phút để không mất tiền oan vì hiểu nhầm. Xem t,Approved,Trần Quốc Anh (Compliance),2026-07-18 10:17:00,,TRUE,TRUE,TRUE,TRUE
P-Q1-04,media_prompt,"Mô tả ảnh/video cho bài '5 nhóm chi tiêu được hoàn tiền cao nhất': bố cục, màu thương hiệu KPIM, không hiển thị thông tin định danh","Ảnh chủ đề Kiến thức tài chính, tông màu thương hiệu KPIM, chủ thể chính minh hoạ '5 nhóm chi tiêu được hoàn tiền cao nhất'",Approved,Phạm Hải Yến (Brand),2026-07-18 10:24:00,,TRUE,TRUE,TRUE,TRUE
P-Q1-05,website,"Viết bài web 600 từ cho sản phẩm Thẻ tín dụng hoàn tiền, persona Nhân viên văn phòng 25-35 tuổi, chi tiêu thẻ đều, giọng Gần gũi, thực dụng, tránh thuật ngữ tài chính khó, bám key message: Hoàn tiền đến 8% cho chi tiêu hằng ngày — không cần đổi thói quen.",Cà thẻ cuối tuần – hoàn tiền gấp đôi — KPIM Bank giới thiệu Thẻ tín dụng hoàn tiền với Hoàn tiền đến 8% cho chi tiêu hằng ngày — không cần đổi thói quen.,Approved,Phạm Hải Yến (Brand),2026-07-18 10:31:00,,TRUE,TRUE,TRUE,TRUE
P-Q1-05,caption,"Viết caption Facebook ≤ 90 từ cho bài 'Cà thẻ cuối tuần – hoàn tiền gấp đôi', pillar Promo, CTA 'Đăng ký ngay', kèm 2 hashtag","Cà thẻ cuối tuần – hoàn tiền gấp đôi! Ưu đãi có giới hạn theo ngân sách chương trình, điều kiện & điều khoản áp dụng. Đă",Approved,Trần Quốc Anh (Compliance),2026-07-18 10:38:00,,TRUE,TRUE,TRUE,TRUE
P-Q1-05,media_prompt,"Mô tả ảnh/video cho bài 'Cà thẻ cuối tuần – hoàn tiền gấp đôi': bố cục, màu thương hiệu KPIM, không hiển thị thông tin định danh","Ảnh chủ đề Ưu đãi, tông màu thương hiệu KPIM, chủ thể chính minh hoạ 'Cà thẻ cuối tuần – hoàn tiền gấp đôi'",Approved,Phạm Hải Yến (Brand),2026-07-18 10:45:00,,TRUE,TRUE,TRUE,TRUE
P-Q1-06,website,"Viết bài web 600 từ cho sản phẩm Thẻ tín dụng hoàn tiền, persona Nhân viên văn phòng 25-35 tuổi, chi tiêu thẻ đều, giọng Gần gũi, thực dụng, tránh thuật ngữ tài chính khó, bám key message: Hoàn tiền đến 8% cho chi tiêu hằng ngày — không cần đổi thói quen.","Mở thẻ tháng này, miễn phí thường niên năm đầu — KPIM Bank giới thiệu Thẻ tín dụng hoàn tiền với Hoàn tiền đến 8% cho chi tiêu hằng ngày — không cần đổi thói quen.",Approved,Phạm Hải Yến (Brand),2026-07-18 10:52:00,,TRUE,TRUE,TRUE,TRUE
P-Q1-06,caption,"Viết caption Facebook ≤ 90 từ cho bài 'Mở thẻ tháng này, miễn phí thường niên năm đầu', pillar Promo, CTA 'Đăng ký ngay', kèm 2 hashtag","Mở thẻ tháng này, miễn phí thường niên năm đầu! Ưu đãi có giới hạn theo ngân sách chương trình, điều kiện & điều khoản á",Approved,Nguyễn Thu Hà (Marketing Lead),2026-07-18 10:59:00,,TRUE,TRUE,TRUE,TRUE
P-Q1-06,media_prompt,"Mô tả ảnh/video cho bài 'Mở thẻ tháng này, miễn phí thường niên năm đầu': bố cục, màu thương hiệu KPIM, không hiển thị thông tin định danh","Ảnh chủ đề Ưu đãi, tông màu thương hiệu KPIM, chủ thể chính minh hoạ 'Mở thẻ tháng này, miễn phí thường niên năm đầu'",Approved,Lê Minh Châu (Content Lead),2026-07-18 11:06:00,,TRUE,TRUE,TRUE,TRUE
P-Q1-07,website,"Viết bài web 600 từ cho sản phẩm Thẻ tín dụng hoàn tiền, persona Nhân viên văn phòng 25-35 tuổi, chi tiêu thẻ đều, giọng Gần gũi, thực dụng, tránh thuật ngữ tài chính khó, bám key message: Hoàn tiền đến 8% cho chi tiêu hằng ngày — không cần đổi thói quen.",Đăng ký KPIM Cashback Card online ngay hôm nay — KPIM Bank giới thiệu Thẻ tín dụng hoàn tiền với Hoàn tiền đến 8% cho chi tiêu hằng ngày — không cần đổi thói quen.,Approved,Nguyễn Thu Hà (Marketing Lead),2026-07-18 11:13:00,,TRUE,TRUE,TRUE,TRUE
P-Q1-07,caption,"Viết caption Facebook ≤ 90 từ cho bài 'Đăng ký KPIM Cashback Card online ngay hôm nay', pillar Promo, CTA 'Đăng ký ngay', kèm 2 hashtag","Đăng ký KPIM Cashback Card online ngay hôm nay! Ưu đãi có giới hạn theo ngân sách chương trình, điều kiện & điều khoản á",Approved,Phạm Hải Yến (Brand),2026-07-18 11:20:00,,TRUE,TRUE,TRUE,TRUE
P-Q1-07,media_prompt,"Mô tả ảnh/video cho bài 'Đăng ký KPIM Cashback Card online ngay hôm nay': bố cục, màu thương hiệu KPIM, không hiển thị thông tin định danh","Ảnh chủ đề Ưu đãi, tông màu thương hiệu KPIM, chủ thể chính minh hoạ 'Đăng ký KPIM Cashback Card online ngay hôm nay'",Approved,Phạm Hải Yến (Brand),2026-07-18 11:27:00,,TRUE,TRUE,TRUE,TRUE
P-Q1-08,website,"Viết bài web 600 từ cho sản phẩm Thẻ tín dụng hoàn tiền, persona Nhân viên văn phòng 25-35 tuổi, chi tiêu thẻ đều, giọng Gần gũi, thực dụng, tránh thuật ngữ tài chính khó, bám key message: Hoàn tiền đến 8% cho chi tiêu hằng ngày — không cần đổi thói quen.",Mở thẻ online trong 5 phút với eKYC — KPIM Bank giới thiệu Thẻ tín dụng hoàn tiền với Hoàn tiền đến 8% cho chi tiêu hằng ngày — không cần đổi thói quen.,Approved,Phạm Hải Yến (Brand),2026-07-18 11:34:00,,TRUE,TRUE,TRUE,TRUE
P-Q1-08,caption,"Viết caption Facebook ≤ 90 từ cho bài 'Mở thẻ online trong 5 phút với eKYC', pillar HowTo, CTA 'Tải app KPIM', kèm 2 hashtag","Mở thẻ online trong 5 phút với eKYC — làm theo từng bước dưới đây, chỉ mất vài phút và không cần ra quầy. Tải app KPIM. ",Approved,Trần Quốc Anh (Compliance),2026-07-18 11:41:00,,TRUE,TRUE,TRUE,TRUE
P-Q1-08,media_prompt,"Mô tả ảnh/video cho bài 'Mở thẻ online trong 5 phút với eKYC': bố cục, màu thương hiệu KPIM, không hiển thị thông tin định danh","Ảnh chủ đề Hướng dẫn, tông màu thương hiệu KPIM, chủ thể chính minh hoạ 'Mở thẻ online trong 5 phút với eKYC'",Approved,Phạm Hải Yến (Brand),2026-07-18 11:48:00,,TRUE,TRUE,TRUE,TRUE
P-Q1-09,website,"Viết bài web 600 từ cho sản phẩm Thẻ tín dụng hoàn tiền, persona Nhân viên văn phòng 25-35 tuổi, chi tiêu thẻ đều, giọng Gần gũi, thực dụng, tránh thuật ngữ tài chính khó, bám key message: Hoàn tiền đến 8% cho chi tiêu hằng ngày — không cần đổi thói quen.",Kích hoạt thẻ và cài đặt hạn mức trên app — KPIM Bank giới thiệu Thẻ tín dụng hoàn tiền với Hoàn tiền đến 8% cho chi tiêu hằng ngày — không cần đổi thói quen.,Approved,Lê Minh Châu (Content Lead),2026-07-18 11:55:00,,TRUE,TRUE,TRUE,TRUE
P-Q1-09,caption,"Viết caption Facebook ≤ 90 từ cho bài 'Kích hoạt thẻ và cài đặt hạn mức trên app', pillar HowTo, CTA 'Tải app KPIM', kèm 2 hashtag","Kích hoạt thẻ và cài đặt hạn mức trên app — làm theo từng bước dưới đây, chỉ mất vài phút và không cần ra quầy. Tải app ",Approved,Trần Quốc Anh (Compliance),2026-07-18 12:02:00,,TRUE,TRUE,TRUE,TRUE
P-Q1-09,media_prompt,"Mô tả ảnh/video cho bài 'Kích hoạt thẻ và cài đặt hạn mức trên app': bố cục, màu thương hiệu KPIM, không hiển thị thông tin định danh","Ảnh chủ đề Hướng dẫn, tông màu thương hiệu KPIM, chủ thể chính minh hoạ 'Kích hoạt thẻ và cài đặt hạn mức trên app'",Approved,Lê Minh Châu (Content Lead),2026-07-18 12:09:00,,TRUE,TRUE,TRUE,TRUE
P-Q1-10,website,"Viết bài web 600 từ cho sản phẩm Thẻ tín dụng hoàn tiền, persona Nhân viên văn phòng 25-35 tuổi, chi tiêu thẻ đều, giọng Gần gũi, thực dụng, tránh thuật ngữ tài chính khó, bám key message: Hoàn tiền đến 8% cho chi tiêu hằng ngày — không cần đổi thói quen.","Chị Lan hoàn 1,2 triệu đồng chỉ trong tháng đầu — KPIM Bank giới thiệu Thẻ tín dụng hoàn tiền với Hoàn tiền đến 8% cho chi tiêu hằng ngày — không cần đổi thói quen.",Approved,Trần Quốc Anh (Compliance),2026-07-18 12:16:00,,TRUE,TRUE,TRUE,TRUE
P-Q1-10,caption,"Viết caption Facebook ≤ 90 từ cho bài 'Chị Lan hoàn 1,2 triệu đồng chỉ trong tháng đầu', pillar Testimonial, CTA 'Xem câu chuyện', kèm 2 hashtag","Chị Lan hoàn 1,2 triệu đồng chỉ trong tháng đầu. Câu chuyện có thật từ khách hàng KPIM Bank, chia sẻ với sự đồng ý của c",Approved,Trần Quốc Anh (Compliance),2026-07-18 12:23:00,,TRUE,TRUE,TRUE,TRUE
P-Q1-10,media_prompt,"Mô tả ảnh/video cho bài 'Chị Lan hoàn 1,2 triệu đồng chỉ trong tháng đầu': bố cục, màu thương hiệu KPIM, không hiển thị thông tin định danh","Ảnh chủ đề Khách hàng nói gì, tông màu thương hiệu KPIM, chủ thể chính minh hoạ 'Chị Lan hoàn 1,2 triệu đồng chỉ trong tháng đầu'",Approved,Trần Quốc Anh (Compliance),2026-07-18 12:30:00,,TRUE,TRUE,TRUE,TRUE
P-Q1-11,website,"Viết bài web 600 từ cho sản phẩm Thẻ tín dụng hoàn tiền, persona Nhân viên văn phòng 25-35 tuổi, chi tiêu thẻ đều, giọng Gần gũi, thực dụng, tránh thuật ngữ tài chính khó, bám key message: Hoàn tiền đến 8% cho chi tiêu hằng ngày — không cần đổi thói quen.",Khách hàng nói gì sau 90 ngày dùng thẻ Cashback — KPIM Bank giới thiệu Thẻ tín dụng hoàn tiền với Hoàn tiền đến 8% cho chi tiêu hằng ngày — không cần đổi thói quen.,Approved,Lê Minh Châu (Content Lead),2026-07-18 12:37:00,,TRUE,TRUE,TRUE,TRUE
P-Q1-11,caption,"Viết caption Facebook ≤ 90 từ cho bài 'Khách hàng nói gì sau 90 ngày dùng thẻ Cashback', pillar Testimonial, CTA 'Xem câu chuyện', kèm 2 hashtag","Khách hàng nói gì sau 90 ngày dùng thẻ Cashback. Câu chuyện có thật từ khách hàng KPIM Bank, chia sẻ với sự đồng ý của c",Approved,Trần Quốc Anh (Compliance),2026-07-18 12:44:00,,TRUE,TRUE,TRUE,TRUE
P-Q1-11,media_prompt,"Mô tả ảnh/video cho bài 'Khách hàng nói gì sau 90 ngày dùng thẻ Cashback': bố cục, màu thương hiệu KPIM, không hiển thị thông tin định danh","Ảnh chủ đề Khách hàng nói gì, tông màu thương hiệu KPIM, chủ thể chính minh hoạ 'Khách hàng nói gì sau 90 ngày dùng thẻ Cashback'",Approved,Nguyễn Thu Hà (Marketing Lead),2026-07-18 12:51:00,,TRUE,TRUE,TRUE,TRUE
P-Q1-12,website,"Viết bài web 600 từ cho sản phẩm Thẻ tín dụng hoàn tiền, persona Nhân viên văn phòng 25-35 tuổi, chi tiêu thẻ đều, giọng Gần gũi, thực dụng, tránh thuật ngữ tài chính khó, bám key message: Hoàn tiền đến 8% cho chi tiêu hằng ngày — không cần đổi thói quen.",Mẹo tối ưu hoàn tiền khi đi siêu thị & đổ xăng — KPIM Bank giới thiệu Thẻ tín dụng hoàn tiền với Hoàn tiền đến 8% cho chi tiêu hằng ngày — không cần đổi thói quen.,Approved,Nguyễn Thu Hà (Marketing Lead),2026-07-18 12:58:00,,TRUE,TRUE,TRUE,TRUE
P-Q1-12,caption,"Viết caption Facebook ≤ 90 từ cho bài 'Mẹo tối ưu hoàn tiền khi đi siêu thị & đổ xăng', pillar Education, CTA 'Xem thêm', kèm 2 hashtag",Mẹo tối ưu hoàn tiền khi đi siêu thị & đổ xăng? Cùng KPIM Bank hiểu đúng trong 2 phút để không mất tiền oan vì hiểu nhầm,Approved,Phạm Hải Yến (Brand),2026-07-18 13:05:00,,TRUE,TRUE,TRUE,TRUE
P-Q1-12,media_prompt,"Mô tả ảnh/video cho bài 'Mẹo tối ưu hoàn tiền khi đi siêu thị & đổ xăng': bố cục, màu thương hiệu KPIM, không hiển thị thông tin định danh","Ảnh chủ đề Kiến thức tài chính, tông màu thương hiệu KPIM, chủ thể chính minh hoạ 'Mẹo tối ưu hoàn tiền khi đi siêu thị & đổ xăng'",Approved,Trần Quốc Anh (Compliance),2026-07-18 13:12:00,,TRUE,TRUE,TRUE,TRUE
P-Q1-13,website,"Viết bài web 600 từ cho sản phẩm Thẻ tín dụng hoàn tiền, persona Nhân viên văn phòng 25-35 tuổi, chi tiêu thẻ đều, giọng Gần gũi, thực dụng, tránh thuật ngữ tài chính khó, bám key message: Hoàn tiền đến 8% cho chi tiêu hằng ngày — không cần đổi thói quen.",Bảo mật thẻ với công nghệ mã hóa token — KPIM Bank giới thiệu Thẻ tín dụng hoàn tiền với Hoàn tiền đến 8% cho chi tiêu hằng ngày — không cần đổi thói quen.,Approved,Phạm Hải Yến (Brand),2026-07-18 13:19:00,,TRUE,TRUE,TRUE,TRUE
P-Q1-13,caption,"Viết caption Facebook ≤ 90 từ cho bài 'Bảo mật thẻ với công nghệ mã hóa token', pillar Product, CTA 'Tìm hiểu thêm', kèm 2 hashtag","Bảo mật thẻ với công nghệ mã hóa token. KPIM Bank thiết kế sản phẩm này cho nhu cầu thật của bạn — xem đầy đủ quyền lợi,",Approved,Trần Quốc Anh (Compliance),2026-07-18 13:26:00,,TRUE,TRUE,TRUE,TRUE
P-Q1-13,media_prompt,"Mô tả ảnh/video cho bài 'Bảo mật thẻ với công nghệ mã hóa token': bố cục, màu thương hiệu KPIM, không hiển thị thông tin định danh","Ảnh chủ đề Sản phẩm, tông màu thương hiệu KPIM, chủ thể chính minh hoạ 'Bảo mật thẻ với công nghệ mã hóa token'",Approved,Phạm Hải Yến (Brand),2026-07-18 13:33:00,,TRUE,TRUE,TRUE,TRUE
P-Q1-14,website,"Viết bài web 600 từ cho sản phẩm Thẻ tín dụng hoàn tiền, persona Nhân viên văn phòng 25-35 tuổi, chi tiêu thẻ đều, giọng Gần gũi, thực dụng, tránh thuật ngữ tài chính khó, bám key message: Hoàn tiền đến 8% cho chi tiêu hằng ngày — không cần đổi thói quen.",Flash sale hoàn tiền – chỉ trong 48 giờ — KPIM Bank giới thiệu Thẻ tín dụng hoàn tiền với Hoàn tiền đến 8% cho chi tiêu hằng ngày — không cần đổi thói quen.,Approved,Nguyễn Thu Hà (Marketing Lead),2026-07-18 13:40:00,,TRUE,TRUE,TRUE,TRUE
P-Q1-14,caption,"Viết caption Facebook ≤ 90 từ cho bài 'Flash sale hoàn tiền – chỉ trong 48 giờ', pillar Promo, CTA 'Đăng ký ngay', kèm 2 hashtag","Flash sale hoàn tiền – chỉ trong 48 giờ! Ưu đãi có giới hạn theo ngân sách chương trình, điều kiện & điều khoản áp dụng.",Approved,Nguyễn Thu Hà (Marketing Lead),2026-07-18 13:47:00,,TRUE,TRUE,TRUE,TRUE
P-Q1-14,media_prompt,"Mô tả ảnh/video cho bài 'Flash sale hoàn tiền – chỉ trong 48 giờ': bố cục, màu thương hiệu KPIM, không hiển thị thông tin định danh","Ảnh chủ đề Ưu đãi, tông màu thương hiệu KPIM, chủ thể chính minh hoạ 'Flash sale hoàn tiền – chỉ trong 48 giờ'",Approved,Trần Quốc Anh (Compliance),2026-07-18 13:54:00,,TRUE,TRUE,TRUE,TRUE
P-Q1-15,website,"Viết bài web 600 từ cho sản phẩm Thẻ tín dụng hoàn tiền, persona Nhân viên văn phòng 25-35 tuổi, chi tiêu thẻ đều, giọng Gần gũi, thực dụng, tránh thuật ngữ tài chính khó, bám key message: Hoàn tiền đến 8% cho chi tiêu hằng ngày — không cần đổi thói quen.",Cảm ơn 10.000 chủ thẻ KPIM Cashback đầu tiên — KPIM Bank giới thiệu Thẻ tín dụng hoàn tiền với Hoàn tiền đến 8% cho chi tiêu hằng ngày — không cần đổi thói quen.,Approved,Phạm Hải Yến (Brand),2026-07-18 14:01:00,,TRUE,TRUE,TRUE,TRUE
P-Q1-15,caption,"Viết caption Facebook ≤ 90 từ cho bài 'Cảm ơn 10.000 chủ thẻ KPIM Cashback đầu tiên', pillar Brand, CTA 'Theo dõi KPIM Bank', kèm 2 hashtag",Cảm ơn 10.000 chủ thẻ KPIM Cashback đầu tiên. Cảm ơn bạn đã đồng hành cùng KPIM Bank. Theo dõi KPIM Bank. #KPIMBank,Approved,Lê Minh Châu (Content Lead),2026-07-18 14:08:00,,TRUE,TRUE,TRUE,TRUE
P-Q1-15,media_prompt,"Mô tả ảnh/video cho bài 'Cảm ơn 10.000 chủ thẻ KPIM Cashback đầu tiên': bố cục, màu thương hiệu KPIM, không hiển thị thông tin định danh","Ảnh chủ đề Thương hiệu, tông màu thương hiệu KPIM, chủ thể chính minh hoạ 'Cảm ơn 10.000 chủ thẻ KPIM Cashback đầu tiên'",Approved,Lê Minh Châu (Content Lead),2026-07-18 14:15:00,,TRUE,TRUE,TRUE,TRUE
P-Q2-01,website,"Viết bài web 600 từ cho sản phẩm Vay mua nhà, persona Gia đình trẻ 30-40 tuổi mua căn nhà đầu tiên, giọng Tin cậy, điềm đạm, nhấn vào an tâm dài hạn, bám key message: Lãi suất ưu đãi cố định 24 tháng, hồ sơ duyệt trong 5 ngày làm việc.","Vay mua nhà KPIM – lãi suất từ 5,9%/năm — KPIM Bank giới thiệu Vay mua nhà với Lãi suất ưu đãi cố định 24 tháng, hồ sơ duyệt trong 5 ngày làm việc.",Approved,Trần Quốc Anh (Compliance),2026-07-18 14:22:00,,TRUE,TRUE,TRUE,TRUE
P-Q2-01,caption,"Viết caption Facebook ≤ 90 từ cho bài 'Vay mua nhà KPIM – lãi suất từ 5,9%/năm', pillar Product, CTA 'Tìm hiểu thêm', kèm 2 hashtag","Vay mua nhà KPIM – lãi suất từ 5,9%/năm. KPIM Bank thiết kế sản phẩm này cho nhu cầu thật của bạn — xem đầy đủ quyền lợi",Approved,Nguyễn Thu Hà (Marketing Lead),2026-07-18 14:29:00,,TRUE,TRUE,TRUE,TRUE
P-Q2-01,media_prompt,"Mô tả ảnh/video cho bài 'Vay mua nhà KPIM – lãi suất từ 5,9%/năm': bố cục, màu thương hiệu KPIM, không hiển thị thông tin định danh","Ảnh chủ đề Sản phẩm, tông màu thương hiệu KPIM, chủ thể chính minh hoạ 'Vay mua nhà KPIM – lãi suất từ 5,9%/năm'",Approved,Phạm Hải Yến (Brand),2026-07-18 14:36:00,,TRUE,TRUE,TRUE,TRUE
P-Q2-02,website,"Viết bài web 600 từ cho sản phẩm Vay mua nhà, persona Gia đình trẻ 30-40 tuổi mua căn nhà đầu tiên, giọng Tin cậy, điềm đạm, nhấn vào an tâm dài hạn, bám key message: Lãi suất ưu đãi cố định 24 tháng, hồ sơ duyệt trong 5 ngày làm việc.","Vay tới 80% giá trị căn nhà, thời hạn 25 năm — KPIM Bank giới thiệu Vay mua nhà với Lãi suất ưu đãi cố định 24 tháng, hồ sơ duyệt trong 5 ngày làm việc.",Approved,Trần Quốc Anh (Compliance),2026-07-18 14:43:00,,TRUE,TRUE,TRUE,TRUE
P-Q2-02,caption,"Viết caption Facebook ≤ 90 từ cho bài 'Vay tới 80% giá trị căn nhà, thời hạn 25 năm', pillar Product, CTA 'Tìm hiểu thêm', kèm 2 hashtag","Vay tới 80% giá trị căn nhà, thời hạn 25 năm. KPIM Bank thiết kế sản phẩm này cho nhu cầu thật của bạn — xem đầy đủ quyề",Approved,Phạm Hải Yến (Brand),2026-07-18 14:50:00,,TRUE,TRUE,TRUE,TRUE
P-Q2-02,media_prompt,"Mô tả ảnh/video cho bài 'Vay tới 80% giá trị căn nhà, thời hạn 25 năm': bố cục, màu thương hiệu KPIM, không hiển thị thông tin định danh","Ảnh chủ đề Sản phẩm, tông màu thương hiệu KPIM, chủ thể chính minh hoạ 'Vay tới 80% giá trị căn nhà, thời hạn 25 năm'",Approved,Trần Quốc Anh (Compliance),2026-07-18 14:57:00,,TRUE,TRUE,TRUE,TRUE
P-Q2-03,website,"Viết bài web 600 từ cho sản phẩm Vay mua nhà, persona Gia đình trẻ 30-40 tuổi mua căn nhà đầu tiên, giọng Tin cậy, điềm đạm, nhấn vào an tâm dài hạn, bám key message: Lãi suất ưu đãi cố định 24 tháng, hồ sơ duyệt trong 5 ngày làm việc.","Nên vay cố định hay thả nổi? Chọn sao cho đúng — KPIM Bank giới thiệu Vay mua nhà với Lãi suất ưu đãi cố định 24 tháng, hồ sơ duyệt trong 5 ngày làm việc.",Approved,Lê Minh Châu (Content Lead),2026-07-18 15:04:00,,TRUE,TRUE,TRUE,TRUE
P-Q2-03,caption,"Viết caption Facebook ≤ 90 từ cho bài 'Nên vay cố định hay thả nổi? Chọn sao cho đúng', pillar Education, CTA 'Xem thêm', kèm 2 hashtag",Nên vay cố định hay thả nổi? Chọn sao cho đúng? Cùng KPIM Bank hiểu đúng trong 2 phút để không mất tiền oan vì hiểu nhầm,Approved,Nguyễn Thu Hà (Marketing Lead),2026-07-18 15:11:00,,TRUE,TRUE,TRUE,TRUE
P-Q2-03,media_prompt,"Mô tả ảnh/video cho bài 'Nên vay cố định hay thả nổi? Chọn sao cho đúng': bố cục, màu thương hiệu KPIM, không hiển thị thông tin định danh","Ảnh chủ đề Kiến thức tài chính, tông màu thương hiệu KPIM, chủ thể chính minh hoạ 'Nên vay cố định hay thả nổi? Chọn sao cho đúng'",Approved,Lê Minh Châu (Content Lead),2026-07-18 15:18:00,,TRUE,TRUE,TRUE,TRUE
